Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Tid;Prøvetagningsnummer;Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Prøvebemærkninger;Pprøvtagnings Breddegrad;Prøvetagnings Længdegrad;Provetagnings X_UTM;Proevetagnings Y_UTM;Artsrække;Artsnavn;Antal (stk);Biomasse vådvægt (g);Biomasse tørvægt (g);Askefri tørvægt (g);Kontrol;Kvalitet;Kvalitetsnote
"Aggersund";"90000961";"444";"20230227";"1200";"2";"1";"48,2";"Haps";"143";"";"55,0008666666667";"13,2994833333333";"774936";"6103345";"Annelida";"Ampharete baltica";"3";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"2";"1";"48,2";"Haps";"143";"";"55,0008666666667";"13,2994833333333";"774936";"6103345";"Mollusca";"Peringia ulvae";"1";"0,0013";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"3";"1";"48,2";"Haps";"143";"";"55,0007833333333";"13,29965";"774948";"6103336";"Annelida";"Scoloplos armiger";"3";"0,0045";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"3";"1";"48,2";"Haps";"143";"";"55,0007833333333";"13,29965";"774948";"6103336";"Annelida";"Ampharete baltica";"1";"0,0153";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"3";"1";"48,2";"Haps";"143";"";"55,0007833333333";"13,29965";"774948";"6103336";"Mollusca";"Peringia ulvae";"1";"0,0029";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"4";"1";"48,2";"Haps";"143";"";"55,0007";"13,2997666666667";"774956";"6103327";"Mollusca";"Macoma balthica";"1";"0,0008";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"4";"1";"48,2";"Haps";"143";"";"55,0007";"13,2997666666667";"774956";"6103327";"Annelida";"Scoloplos armiger";"2";"0,0056";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"4";"1";"48,2";"Haps";"143";"";"55,0007";"13,2997666666667";"774956";"6103327";"Annelida";"Ampharete baltica";"2";"0,0165";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"4";"1";"48,2";"Haps";"143";"";"55,0007";"13,2997666666667";"774956";"6103327";"Mollusca";"Peringia ulvae";"1";"0,0022";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"5";"1";"48,2";"Haps";"143";"";"55,0005666666667";"13,29995";"774968";"6103313";"Mollusca";"Macoma balthica";"1";"0,0617";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"6";"1";"48,2";"Haps";"143";"";"55,0003833333333";"13,3000166666667";"774974";"6103293";"Mollusca";"Macoma balthica";"1";"0,2115";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"6";"1";"48,2";"Haps";"143";"";"55,0003833333333";"13,3000166666667";"774974";"6103293";"Annelida";"Scoloplos armiger";"2";"0,0059";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"7";"1";"48,1";"Haps";"143";"";"55,0003333333333";"13,3002833333333";"774991";"6103288";"Annelida";"Scoloplos armiger";"4";"0,0106";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"7";"1";"48,1";"Haps";"143";"";"55,0003333333333";"13,3002833333333";"774991";"6103288";"Mollusca";"Peringia ulvae";"2";"0,0079";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"8";"1";"48,2";"Haps";"143";"";"55,0002166666667";"13,3004333333333";"775002";"6103276";"Mollusca";"Macoma balthica";"1";"0,0196";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"8";"1";"48,2";"Haps";"143";"";"55,0002166666667";"13,3004333333333";"775002";"6103276";"Annelida";"Scoloplos armiger";"1";"0,0009";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"8";"1";"48,2";"Haps";"143";"";"55,0002166666667";"13,3004333333333";"775002";"6103276";"Mollusca";"Peringia ulvae";"1";"0,0032";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"9";"1";"48,2";"Haps";"143";"";"55,0000333333333";"13,3005666666667";"775011";"6103256";"Mollusca";"Macoma balthica";"1";"0,2692";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"9";"1";"48,2";"Haps";"143";"";"55,0000333333333";"13,3005666666667";"775011";"6103256";"Annelida";"Scoloplos armiger";"2";"0,0053";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"9";"1";"48,2";"Haps";"143";"";"55,0000333333333";"13,3005666666667";"775011";"6103256";"Annelida";"Ampharete baltica";"1";"0,0008";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"9";"1";"48,2";"Haps";"143";"";"55,0000333333333";"13,3005666666667";"775011";"6103256";"Mollusca";"Peringia ulvae";"3";"0,0086";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"10";"1";"48,2";"Haps";"143";"";"54,99995";"13,3009";"775033";"6103248";"Mollusca";"Macoma balthica";"2";"0,0601";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"10";"1";"48,2";"Haps";"143";"";"54,99995";"13,3009";"775033";"6103248";"Annelida";"Scoloplos armiger";"1";"0,0024";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"10";"1";"48,2";"Haps";"143";"";"54,99995";"13,3009";"775033";"6103248";"Annelida";"Ampharete baltica";"1";"0,0084";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Aggersund";"90000961";"444";"20230227";"1200";"10";"1";"48,2";"Haps";"143";"";"54,99995";"13,3009";"775033";"6103248";"Mollusca";"Peringia ulvae";"4";"0,0119";"";"";"C, Faglig kontrol";"Godkendt";"2024-01-18 10:53/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Annelida";"Scoloplos armiger";"1";"0,0097";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Annelida";"Diplocirrus glaucus";"1";"0,0032";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Mollusca";"Tellimya ferruginosa";"3";"0,0054";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Mollusca";"Cylichna cylindracea";"3";"0,0114";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Arthropoda";"Diastylis lucifera";"3";"0,0031";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Echinodermata";"Amphiura filiformis";"18";"0,286";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Mollusca";"Ennucula tenuis";"1";"0,0016";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"1";"1";"57";"Haps";"143";"";"56,652";"5,759";"301324";"6283345";"Mollusca";"Kurtiella bidentata";"1";"0,002";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Annelida";"Owenia fusiformis";"1";"0,0258";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Annelida";"Rhodine gracilior";"0";"0,069";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Annelida";"Diplocirrus glaucus";"1";"0,0029";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Annelida";"Galathowenia oculata";"2";"0,0032";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Mollusca";"Tellimya ferruginosa";"3";"0,0145";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Echinodermata";"Amphiura filiformis";"24";"0,6837";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Arthropoda";"Ampelisca tenuicornis";"1";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Echinodermata";"Brissopsis lyrifera";"1";"11,3664";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Echinodermata";"CUCUMARIIDAE";"1";"0,3354";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Annelida";"Magelona alleni";"1";"0,0035";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Arthropoda";"Diastylis goodsiri";"1";"0,0053";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Platyhelminthes";"Platyhelminthes indet.";"1";"0,0015";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Mollusca";"Kurtiella bidentata";"5";"0,0115";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Mollusca";"Bela nebula";"1";"0,0073";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"2";"1";"56,7";"Haps";"143";"";"56,652";"5,765";"301692";"6283328";"Annelida";"Bylgides sarsi";"1";"0,0011";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Annelida";"NEREIDIDAE";"1";"0,0057";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Arthropoda";"Ostracoda indet.";"1";"0,0009";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Nemertini";"Nemertini indet.";"1";"0,035";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Mollusca";"Phaxas pellucidus";"1";"0,0173";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Annelida";"Diplocirrus glaucus";"1";"0,0012";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Cnidaria";"Edwardsia sp.";"2";"0,0043";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Phoronida";"Phoronis sp.";"1";"0,1291";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Arthropoda";"Diastylis lucifera";"2";"0,0016";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Cnidaria";"Hydrozoa indet.";"1";"0,0001";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Echinodermata";"Amphiura filiformis";"10";"0,2252";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Annelida";"Lumbrineris fragilis";"1";"0,128";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Mollusca";"Ennucula tenuis";"1";"0,0019";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"3";"1";"56,6";"Haps";"143";"";"56,652";"5,771";"302060";"6283311";"Mollusca";"Kurtiella bidentata";"1";"0,0033";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Arthropoda";"Corophium crassicorne";"1";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Annelida";"Rhodine gracilior";"1";"0,0319";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Annelida";"Diplocirrus glaucus";"3";"0,0327";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Annelida";"Galathowenia oculata";"2";"0,0066";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Annelida";"Ampharete sp.";"1";"0,0008";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Phoronida";"Phoronis sp.";"1";"0,0063";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Arthropoda";"Diastylis lucifera";"2";"0,0021";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Echinodermata";"Amphiura filiformis";"24";"0,3134";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Mollusca";"Nucula nitidosa";"1";"0,0016";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Mollusca";"Chaetoderma nitidulum";"1";"0,0065";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Annelida";"Glycera rouxii";"1";"0,1838";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"4";"1";"55,6";"Haps";"143";"";"56,641";"5,80116666666667";"303851";"6282000";"Mollusca";"Ennucula tenuis";"1";"0,0011";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Annelida";"Ampharete finmarchica";"1";"0,0064";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Annelida";"Rhodine gracilior";"1";"0,0724";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Annelida";"Diplocirrus glaucus";"2";"0,0358";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Annelida";"Maldanidae indet.";"0";"0,2874";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Annelida";"Galathowenia oculata";"3";"0,0043";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Arthropoda";"Diastylis lucifera";"2";"0,0022";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Echinodermata";"Amphiura filiformis";"17";"0,1919";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Mollusca";"Gari fervensis";"1";"0,002";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Mollusca";"Mysia undata";"1";"0,0012";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Mollusca";"Hyala vitrea";"7";"0,009";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"5";"1";"56,7";"Haps";"143";"";"56,6378333333333";"5,80116666666667";"303834";"6281648";"Hemichordata";"Enteropneusta indet.";"1";"0,0145";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"6";"1";"56,2";"Haps";"143";"";"56,652";"5,789";"303163";"6283259";"Annelida";"Owenia fusiformis";"4";"0,0359";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"6";"1";"56,2";"Haps";"143";"";"56,652";"5,789";"303163";"6283259";"Nemertini";"Nemertini indet.";"1";"0,0032";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"6";"1";"56,2";"Haps";"143";"";"56,652";"5,789";"303163";"6283259";"Echinodermata";"Asterias rubens";"1";"0,002";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
"Nordsøen, åbne del";"91000051";"HSD_G_OCM";"20230422";"1200";"6";"1";"56,2";"Haps";"143";"";"56,652";"5,789";"303163";"6283259";"Annelida";"Rhodine gracilior";"1";"0,056";"";"";"C, Faglig kontrol";"Godkendt";"2024-02-22 08:27/Manual"
